p_s p_d d k L L2 K1 K2 E_S E_D E_I f_A_orig f_A_mut
0.1 0.01 0.05 41 100000 103921 99960 103881 459 77 160 39983 38926
0.1 0.01 0.05 41 100000 104015 99960 103975 474 46 107 39983 38812
0.1 0.01 0.1 41 100000 108862 99960 108822 66 12 46 39983 39999
0.1 0.01 0.1 41 100000 109159 99960 109119 42 8 37 39983 40116
0.1 0.01 0.1 41 100000 109182 99960 109142 77 1 17 39983 40018
0.1 0.01 0.1 41 100000 109074 99960 109034 75 12 49 39983 40165
0.1 0.01 0.1 41 100000 108882 99960 108842 107 42 74 39983 40155
0.1 0.05 0.01 41 100000 96105 99960 96065 495 200 28 39983 36110
0.1 0.05 0.01 41 100000 95990 99960 95950 302 243 71 39983 36201
0.1 0.05 0.01 41 100000 96065 99960 96025 239 159 17 39983 36220
0.1 0.05 0.01 41 100000 95806 99960 95766 359 236 32 39983 36210
0.1 0.05 0.01 41 100000 95918 99960 95878 503 219 17 39983 36268
0.1 0.05 0.05 41 100000 100077 99960 100037 138 31 10 39983 37049
0.1 0.05 0.05 41 100000 100231 99960 100191 95 21 25 39983 37427
0.1 0.05 0.05 41 100000 100098 99960 100058 90 28 48 39983 37114
0.1 0.05 0.05 41 100000 99746 99960 99706 48 17 20 39983 37249
0.1 0.05 0.05 41 100000 100044 99960 100004 70 14 2 39983 37220
0.1 0.05 0.1 41 100000 104995 99960 104955 6 7 10 39983 38404
0.1 0.05 0.1 41 100000 105231 99960 105191 19 9 0 39983 38535
0.1 0.05 0.1 41 100000 105171 99960 105131 37 8 3 39983 38444
0.1 0.05 0.1 41 100000 104889 99960 104849 26 5 2 39983 38525
0.1 0.05 0.1 41 100000 104923 99960 104883 33 27 10 39983 38598
0.1 0.1 0.01 41 100000 91198 99960 91158 53 14 0 39983 34165
0.1 0.1 0.01 41 100000 91045 99960 91005 37 22 0 39983 34268
0.1 0.1 0.01 41 100000 91147 99960 91107 16 9 3 39983 34245
0.1 0.1 0.01 41 100000 90857 99960 90817 36 29 0 39983 34277
0.1 0.1 0.01 41 100000 91021 99960 90981 64 44 0 39983 34323
0.1 0.1 0.05 41 100000 95170 99960 95130 6 5 5 39983 35104
0.1 0.1 0.05 41 100000 95089 99960 95049 14 11 8 39983 35388
0.1 0.1 0.05 41 100000 95171 99960 95131 4 2 4 39983 35180
0.1 0.1 0.05 41 100000 94777 99960 94737 14 13 3 39983 35316
0.1 0.1 0.05 41 100000 95031 99960 94991 11 0 0 39983 35196
0.1 0.1 0.1 41 100000 100088 99960 100048 5 2 0 39983 36459
0.1 0.1 0.1 41 100000 100092 99960 100052 8 9 0 39983 36455
0.1 0.1 0.1 41 100000 100243 99960 100203 0 4 0 39983 36439
0.1 0.1 0.1 41 100000 99966 99960 99926 4 8 2 39983 36598
0.1 0.1 0.1 41 100000 100039 99960 99999 0 0 2 39983 36652
0.01 0.01 0.01 41 1000000 1000102 999960 1000062 122840 122636 114206 399295 395866
0.01 0.01 0.01 41 1000000 999865 999960 999825 124336 125320 113258 399295 395894
0.01 0.01 0.01 41 1000000 1000364 999960 1000324 124264 119306 116494 399295 396083
0.01 0.01 0.01 41 1000000 999919 999960 999879 120654 122986 118171 399295 395938
0.01 0.01 0.01 41 1000000 999941 999960 999901 121107 122203 116388 399295 395782
0.01 0.01 0.05 41 1000000 1039946 999960 1039906 26036 26942 117872 399295 405720
0.01 0.01 0.05 41 1000000 1039672 999960 1039632 26436 25929 119717 399295 405922
0.01 0.01 0.05 41 1000000 1040494 999960 1040454 26259 24422 116766 399295 405858
0.01 0.01 0.05 41 1000000 1039712 999960 1039672 26734 25866 118641 399295 405541
0.01 0.01 0.05 41 1000000 1039557 999960 1039517 25895 25894 118696 399295 405693
0.01 0.01 0.1 41 1000000 1089538 999960 1089498 4097 4104 36002 399295 418135
0.01 0.01 0.1 41 1000000 1089864 999960 1089824 4313 4501 34652 399295 418313
0.01 0.01 0.1 41 1000000 1090371 999960 1090331 3848 3680 34669 399295 418529
0.01 0.01 0.1 41 1000000 1090259 999960 1090219 3767 3838 35202 399295 418597
0.01 0.01 0.1 41 1000000 1089150 999960 1089110 4167 3945 35774 399295 417829
0.01 0.05 0.01 41 1000000 959871 999960 959831 23518 113686 20919 399295 379803
0.01 0.05 0.01 41 1000000 959841 999960 959801 23852 114998 21403 399295 379907
0.01 0.05 0.01 41 1000000 960381 999960 960341 23850 114921 21258 399295 380281
0.01 0.05 0.01 41 1000000 959792 999960 959752 22025 113926 21455 399295 380017
0.01 0.05 0.01 41 1000000 960042 999960 960002 22559 116736 21055 399295 379782
0.01 0.05 0.05 41 1000000 999715 999960 999675 5061 24518 21288 399295 389657
0.01 0.05 0.05 41 1000000 999629 999960 999589 4987 25109 22416 399295 389841
0.01 0.05 0.05 41 1000000 1000474 999960 1000434 5340 24159 20919 399295 390041
0.01 0.05 0.05 41 1000000 999753 999960 999713 5028 23841 21126 399295 389526
0.01 0.05 0.05 41 1000000 999730 999960 999690 4638 24052 22046 399295 389702
0.01 0.05 0.1 41 1000000 1049307 999960 1049267 828 3778 6544 399295 402072
0.01 0.05 0.1 41 1000000 1049842 999960 1049802 969 3524 6458 399295 402313
0.01 0.05 0.1 41 1000000 1050569 999960 1050529 787 3836 6258 399295 402650
0.01 0.05 0.1 41 1000000 1050187 999960 1050147 712 3380 6292 399295 402564
0.01 0.05 0.1 41 1000000 1049304 999960 1049264 738 3881 6577 399295 401966
0.01 0.1 0.01 41 1000000 909578 999960 909538 2820 25087 2118 399295 359628
0.01 0.1 0.01 41 1000000 909942 999960 909902 2632 26056 1991 399295 360134
0.01 0.1 0.01 41 1000000 910403 999960 910363 2552 25334 2311 399295 360339
0.01 0.1 0.01 41 1000000 909780 999960 909740 2573 25502 2552 399295 359853
0.01 0.1 0.01 41 1000000 910096 999960 910056 2317 26340 2252 399295 359679
0.01 0.1 0.05 41 1000000 949422 999960 949382 585 5202 2129 399295 369482
0.01 0.1 0.05 41 1000000 949592 999960 949552 489 5684 2495 399295 369891
0.01 0.1 0.05 41 1000000 950416 999960 950376 613 5291 2249 399295 370072
0.01 0.1 0.05 41 1000000 949906 999960 949866 672 5674 2304 399295 369689
0.01 0.1 0.05 41 1000000 949824 999960 949784 363 5416 2168 399295 370058
0.01 0.1 0.1 41 1000000 999014 999960 998974 147 767 636 399295 381897
0.01 0.1 0.1 41 1000000 1000004 999960 999964 186 966 690 399295 382457
0.01 0.1 0.1 41 1000000 1000487 999960 1000447 75 857 666 399295 382641
0.01 0.1 0.1 41 1000000 1000235 999960 1000195 62 670 812 399295 382572
0.01 0.1 0.1 41 1000000 999347 999960 999307 98 804 639 399295 381947
0.05 0.01 0.01 41 1000000 999983 999960 999943 115028 22176 20919 399295 387829
0.05 0.01 0.01 41 1000000 1000031 999960 999991 116994 22618 21668 399295 387911
0.05 0.01 0.01 41 1000000 1000098 999960 1000058 115079 23857 21972 399295 387724
0.05 0.01 0.01 41 1000000 1000041 999960 1000001 114013 22208 21561 399295 387943
0.05 0.01 0.01 41 1000000 999691 999960 999651 115266 24128 21863 399295 387775
0.05 0.01 0.05 41 1000000 1039827 999960 1039787 24808 4771 21288 399295 397663
0.05 0.01 0.05 41 1000000 1040028 999960 1039988 24510 4960 21092 399295 397821
0.05 0.01 0.05 41 1000000 1040504 999960 1040464 24169 4753 22118 399295 398252
0.05 0.01 0.05 41 1000000 1039832 999960 1039792 24114 5042 20548 399295 397797
0.05 0.01 0.05 41 1000000 1040026 999960 1039986 25103 4899 21315 399295 397792
0.05 0.01 0.1 41 1000000 1089419 999960 1089379 3832 774 6544 399295 410172
0.05 0.01 0.1 41 1000000 1089974 999960 1089934 3860 779 6355 399295 410115
0.05 0.01 0.1 41 1000000 1090287 999960 1090247 3893 777 6195 399295 410318
0.05 0.01 0.1 41 1000000 1089861 999960 1089821 3934 784 6188 399295 410413
0.05 0.01 0.1 41 1000000 1089274 999960 1089234 3981 928 6457 399295 410379
0.05 0.05 0.01 41 1000000 959867 999960 959827 19620 20068 3369 399295 371727
0.05 0.05 0.01 41 1000000 959986 999960 959946 20340 20412 3318 399295 371818
0.05 0.05 0.01 41 1000000 960062 999960 960022 20577 20949 3849 399295 371808
0.05 0.05 0.01 41 1000000 960140 999960 960100 20036 20108 3824 399295 372164
0.05 0.05 0.01 41 1000000 960012 999960 959972 19965 20843 4198 399295 372053
0.05 0.05 0.05 41 1000000 999711 999960 999671 3888 4191 3684 399295 381561
0.05 0.05 0.05 41 1000000 1000268 999960 1000228 4504 4363 3535 399295 381826
0.05 0.05 0.05 41 1000000 1000541 999960 1000501 4094 4021 3361 399295 382154
0.05 0.05 0.05 41 1000000 999946 999960 999906 4510 4524 3511 399295 381909
0.05 0.05 0.05 41 1000000 1000265 999960 1000225 4650 4191 3677 399295 381871
0.05 0.05 0.1 41 1000000 1049303 999960 1049263 562 695 1012 399295 394070
0.05 0.05 0.1 41 1000000 1049903 999960 1049863 598 699 1071 399295 394215
0.05 0.05 0.1 41 1000000 1050322 999960 1050282 651 745 932 399295 394339
0.05 0.05 0.1 41 1000000 1050013 999960 1049973 798 783 1162 399295 394612
0.05 0.05 0.1 41 1000000 1049377 999960 1049337 789 641 1099 399295 394381
0.05 0.1 0.01 41 1000000 909901 999960 909861 1844 3978 367 399295 351859
0.05 0.1 0.01 41 1000000 909813 999960 909773 1848 4290 428 399295 351682
0.05 0.1 0.01 41 1000000 909720 999960 909680 2102 4362 447 399295 351855
0.05 0.1 0.01 41 1000000 910076 999960 910036 2039 4362 329 399295 352293
0.05 0.1 0.01 41 1000000 909975 999960 909935 1848 4347 523 399295 351920
0.05 0.1 0.05 41 1000000 949745 999960 949705 342 775 348 399295 361693
0.05 0.1 0.05 41 1000000 950078 999960 950038 452 886 242 399295 361764
0.05 0.1 0.05 41 1000000 950217 999960 950177 439 919 388 399295 362197
0.05 0.1 0.05 41 1000000 949600 999960 949560 540 917 334 399295 361748
0.05 0.1 0.05 41 1000000 949882 999960 949842 465 1003 347 399295 361799
0.05 0.1 0.1 41 1000000 999337 999960 999297 69 123 82 399295 374202
0.05 0.1 0.1 41 1000000 999725 999960 999685 25 179 95 399295 374287
0.05 0.1 0.1 41 1000000 1000009 999960 999969 63 168 128 399295 374114
0.05 0.1 0.1 41 1000000 999675 999960 999635 77 133 96 399295 374502
0.05 0.1 0.1 41 1000000 999274 999960 999234 89 164 93 399295 374444
0.1 0.01 0.01 41 1000000 999885 999960 999845 24927 2980 2118 399295 377640
0.1 0.01 0.01 41 1000000 1000026 999960 999986 25856 3087 2141 399295 377823
0.1 0.01 0.01 41 1000000 999909 999960 999869 25183 2700 2291 399295 377960
0.1 0.01 0.01 41 1000000 999979 999960 999939 26663 2621 2429 399295 378043
0.1 0.01 0.01 41 1000000 999669 999960 999629 25705 2679 2664 399295 377688
0.1 0.01 0.05 41 1000000 1039729 999960 1039689 5256 531 2129 399295 387451
0.1 0.01 0.05 41 1000000 1039626 999960 1039586 5426 575 2481 399295 387795
0.1 0.01 0.05 41 1000000 1040046 999960 1040006 5498 513 2266 399295 387950
0.1 0.01 0.05 41 1000000 1039974 999960 1039934 5795 540 2114 399295 387687
0.1 0.01 0.05 41 1000000 1040024 999960 1039984 5611 587 2342 399295 387842
0.1 0.01 0.1 41 1000000 1089321 999960 1089281 825 89 636 399295 400054
0.1 0.01 0.1 41 1000000 1089760 999960 1089720 1082 90 654 399295 400531
0.1 0.01 0.1 41 1000000 1090224 999960 1090184 933 61 626 399295 400416
0.1 0.01 0.1 41 1000000 1090483 999960 1090443 709 119 840 399295 400390
0.1 0.01 0.1 41 1000000 1089065 999960 1089025 913 74 731 399295 400089
0.1 0.05 0.01 41 1000000 960096 999960 960056 3717 2105 367 399295 361845
0.1 0.05 0.01 41 1000000 959834 999960 959794 3838 2274 402 399295 361754
0.1 0.05 0.01 41 1000000 959824 999960 959784 4335 2047 342 399295 361943
0.1 0.05 0.01 41 1000000 959682 999960 959642 4240 2051 311 399295 361876
0.1 0.05 0.01 41 1000000 959794 999960 959754 3901 2355 464 399295 361790
0.1 0.05 0.05 41 1000000 999940 999960 999900 737 380 348 399295 371656
0.1 0.05 0.05 41 1000000 999461 999960 999421 708 588 393 399295 371797
0.1 0.05 0.05 41 1000000 999958 999960 999918 1054 412 452 399295 371896
0.1 0.05 0.05 41 1000000 999639 999960 999599 905 441 363 399295 371600
0.1 0.05 0.05 41 1000000 999616 999960 999576 842 570 382 399295 371832
0.1 0.05 0.1 41 1000000 1049532 999960 1049492 107 85 82 399295 384259
0.1 0.05 0.1 41 1000000 1049573 999960 1049533 218 72 104 399295 384334
0.1 0.05 0.1 41 1000000 1050034 999960 1049994 139 42 111 399295 384566
0.1 0.05 0.1 41 1000000 1050148 999960 1050108 113 125 152 399295 384305
0.1 0.05 0.1 41 1000000 1049088 999960 1049048 196 78 105 399295 384165
0.1 0.1 0.01 41 1000000 909975 999960 909935 343 306 23 399295 341881
0.1 0.1 0.01 41 1000000 910277 999960 910237 285 389 13 399295 341838
0.1 0.1 0.01 41 1000000 910000 999960 909960 458 311 37 399295 341986
0.1 0.1 0.01 41 1000000 909487 999960 909447 331 353 22 399295 341797
0.1 0.1 0.01 41 1000000 909244 999960 909204 390 368 39 399295 341505
0.1 0.1 0.05 41 1000000 949819 999960 949779 52 59 24 399295 351692
0.1 0.1 0.05 41 1000000 949941 999960 949901 34 92 37 399295 352202
0.1 0.1 0.05 41 1000000 950064 999960 950024 90 65 45 399295 351969
0.1 0.1 0.05 41 1000000 949438 999960 949398 82 70 34 399295 351593
0.1 0.1 0.05 41 1000000 949824 999960 949784 89 58 42 399295 352095
0.1 0.1 0.1 41 1000000 999411 999960 999371 7 13 6 399295 364295
0.1 0.1 0.1 41 1000000 999869 999960 999829 32 21 13 399295 364586
0.1 0.1 0.1 41 1000000 999912 999960 999872 4 7 4 399295 364544
0.1 0.1 0.1 41 1000000 1000606 999960 1000566 5 16 5 399295 364400
0.1 0.1 0.1 41 1000000 998638 999960 998598 5 25 16 399295 364258
