p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.04 0.05 0.03 615 790 419 9980 9781 21 1259 0.0029344403091898083 0.003769443649203168 0.002099198396793587
0.04 0.05 0.03 686 771 544 9980 9810 21 1106 0.0032732130928523713 0.0036787861437160034 0.0027254509018036074
0.04 0.05 0.03 712 1051 339 9980 9731 21 1244 0.0033972707319400706 0.005014791487737379 0.0016983967935871743
0.04 0.05 0.03 711 826 448 9980 9767 21 1249 0.0033924992842828514 0.00394121576486306 0.0022444889779559118
0.04 0.05 0.03 765 948 453 9980 9767 21 1332 0.003650157457772688 0.004523332379043802 0.0022695390781563127
0.04 0.05 0.03 620 882 361 9980 9703 21 1242 0.0029582975474759044 0.004208416833667334 0.001808617234468938
0.04 0.05 0.03 855 855 370 9980 9797 21 1307 0.004079587746922416 0.004079587746922416 0.0018537074148296593
0.04 0.05 0.03 627 881 468 9980 9787 21 1186 0.0029916976810764385 0.004203645386010115 0.002344689378757515
0.04 0.05 0.03 792 969 534 9980 9819 21 1278 0.0037789865445176066 0.004623532779845405 0.0026753507014028056
0.04 0.05 0.03 583 856 421 9980 9762 21 1202 0.0027817539841587936 0.0040843591945796355 0.0021092184368737476
0.04 0.05 0.03 445 1014 346 9980 9719 21 1097 0.002123294207462544 0.004838247924420269 0.0017334669338677354
0.04 0.05 0.03 702 850 494 9980 9799 21 1276 0.003349556255367879 0.00405573050863632 0.002474949899799599
0.04 0.05 0.03 644 847 497 9980 9821 21 1245 0.003072812291249165 0.0040414161656646625 0.0024899799599198396
0.04 0.05 0.04 461 696 345 9980 9881 21 1206 0.002199637369978051 0.0033209275694245635 0.0017284569138276552
0.04 0.05 0.04 613 672 483 9980 9892 21 1265 0.00292489741387537 0.0032064128256513026 0.0024198396793587173
0.04 0.05 0.04 619 900 575 9980 9811 21 1034 0.002953526099818685 0.00429430289149728 0.002880761523046092
0.04 0.05 0.04 510 718 486 9980 9876 21 1080 0.002433438305181792 0.003425899417883386 0.0024348697394789578
0.04 0.05 0.04 610 627 365 9980 9875 21 1264 0.002910583070903712 0.0029916976810764385 0.0018286573146292584
0.04 0.05 0.04 540 647 493 9980 9885 21 1139 0.002576581734898368 0.0030871266342208225 0.002469939879759519
0.04 0.05 0.04 578 755 576 9980 9906 21 1062 0.002757896745872698 0.0036024429812004963 0.0028857715430861725
0.04 0.05 0.04 485 651 432 9980 9872 21 1156 0.002314152113751312 0.0031062124248496994 0.0021643286573146295
0.04 0.05 0.04 611 593 615 9980 9924 21 1042 0.0029153545185609314 0.002829468460730986 0.0030811623246492985
0.04 0.05 0.04 472 880 482 9980 9875 21 916 0.0022521232942074626 0.004198873938352896 0.0024148296593186373
0.04 0.05 0.04 641 713 464 9980 9863 21 1203 0.0030584979482775076 0.00340204217959729 0.0023246492985971945
0.04 0.05 0.04 568 671 508 9980 9878 21 1190 0.0027101822693005057 0.0032016413779940834 0.0025450901803607214
0.04 0.05 0.04 517 789 433 9980 9809 21 1098 0.0024668384387823267 0.003764672201545949 0.0021693386773547095
0.04 0.05 0.04 692 683 455 9980 9900 21 1208 0.0033018417787956866 0.0032588987498807136 0.002279559118236473
0.04 0.05 0.04 457 673 463 9980 9905 21 1021 0.0021805515793491747 0.003211184273308522 0.002319639278557114
0.04 0.05 0.04 576 754 503 9980 9909 21 1125 0.0027483538505582595 0.003597671533543277 0.0025200400801603205
0.04 0.05 0.04 531 708 399 9980 9858 21 1071 0.0025336387059833954 0.0033781849413111937 0.001998997995991984
0.04 0.05 0.04 481 727 501 9980 9935 21 1097 0.002295066323122435 0.0034688424467983585 0.0025100200400801605
0.04 0.05 0.04 560 812 434 9980 9883 21 1247 0.0026720106880427524 0.0038744154976619906 0.0021743486973947895
0.04 0.05 0.04 632 707 415 9980 9897 21 1215 0.0030155549193625346 0.0033734134936539745 0.0020791583166332667
0.04 0.05 0.05 405 572 335 9980 9987 21 1069 0.001932436301173776 0.0027292680599293826 0.0016783567134268536
0.04 0.05 0.05 378 610 551 9980 9942 21 996 0.0018036072144288577 0.002910583070903712 0.0027605210420841683
0.04 0.05 0.05 551 739 519 9980 9895 21 971 0.0026290676591277794 0.003526099818684989 0.0026002004008016033
0.04 0.05 0.05 407 634 479 9980 9971 21 956 0.0019419791964882145 0.003025097814676973 0.002399799599198397
0.04 0.05 0.05 515 536 390 9980 9970 21 1209 0.0024572955434678883 0.0025574959442694915 0.0019539078156312626
0.04 0.05 0.05 641 462 387 9980 10000 21 1203 0.0030584979482775076 0.0022044088176352704 0.001938877755511022
0.04 0.05 0.05 488 629 607 9980 10006 21 967 0.0023284664567229697 0.003001240576390877 0.0030410821643286575
0.04 0.05 0.05 546 542 481 9980 9991 21 1118 0.0026052104208416833 0.0025861246302128064 0.0024098196392785573
0.04 0.05 0.05 505 587 430 9980 9999 21 1064 0.002409581066895696 0.0028008397747876705 0.002154308617234469
0.04 0.05 0.05 387 759 488 9980 9982 21 821 0.0018465502433438305 0.003621528771829373 0.002444889779559118
0.04 0.05 0.05 553 553 464 9980 9957 21 1073 0.002638610554442218 0.002638610554442218 0.0023246492985971945
0.04 0.05 0.05 468 613 518 9980 9967 21 1057 0.0022330375035785857 0.00292489741387537 0.0025951903807615233
0.04 0.05 0.05 424 591 444 9980 9916 21 1051 0.002023093806660941 0.0028199255654165474 0.0022244488977955913
0.04 0.05 0.05 486 588 634 9980 9954 21 1126 0.0023189235614085313 0.0028056112224448897 0.0031763527054108217
0.04 0.05 0.05 525 670 374 9980 9961 21 1086 0.00250501002004008 0.003196869930336864 0.00187374749498998
0.04 0.05 0.05 390 649 576 9980 9985 21 981 0.0018608645863154882 0.003096669529535261 0.0028857715430861725
0.04 0.05 0.05 407 607 414 9980 9950 21 995 0.0019419791964882145 0.0028962687279320545 0.0020741482965931863
0.04 0.05 0.05 350 535 501 9980 10047 21 975 0.0016700066800267202 0.0025527244966122723 0.0025100200400801605
0.04 0.05 0.05 456 687 435 9980 9979 21 1083 0.0021757801316919555 0.0032779845405095905 0.00217935871743487
0.04 0.05 0.05 499 561 623 9980 10017 21 1056 0.002380952380952381 0.002676782135699971 0.00312124248496994
0.05 0.01 0.01 2204 547 405 9980 9975 21 2794 0.010516270636511118 0.0026099818684989025 0.002029058116232465
0.05 0.01 0.01 2396 492 487 9980 9976 21 2742 0.011432388586697205 0.0023475522473518466 0.002439879759519038
0.05 0.01 0.01 2660 601 368 9980 9968 21 2661 0.012692050768203072 0.002867640041988739 0.001843687374749499
0.05 0.01 0.01 2342 588 379 9980 9963 21 2607 0.011174730413207367 0.0028056112224448897 0.0018987975951903807
0.05 0.01 0.01 2227 616 462 9980 9972 21 2413 0.01062601393262716 0.0029392117568470275 0.002314629258517034
0.05 0.01 0.01 2996 485 471 9980 9994 21 3079 0.014295257181028724 0.002314152113751312 0.0023597194388777555
0.05 0.01 0.01 2470 538 601 9980 9983 21 2502 0.011785475713331425 0.00256703883958393 0.003011022044088176
0.05 0.01 0.01 2421 516 499 9980 9973 21 2703 0.011551674778127683 0.0024620669911251075 0.0025
0.05 0.01 0.01 2428 372 589 9980 10002 21 2512 0.011585074911728218 0.0017749785284855424 0.0029509018036072143
0.05 0.01 0.01 2562 522 385 9980 9979 21 2722 0.012224448897795592 0.0024906956770684224 0.0019288577154308617
0.05 0.01 0.01 2462 542 506 9980 9978 21 2623 0.011747304132073672 0.0025861246302128064 0.002535070140280561
0.05 0.01 0.01 2765 617 411 9980 9977 21 2743 0.013193052772211089 0.0029439832045042467 0.002059118236472946
0.05 0.01 0.01 2622 487 363 9980 9945 21 2708 0.012510735757228744 0.0023236950090657505 0.0018186372745490982
0.05 0.01 0.01 2457 545 442 9980 9984 21 2702 0.011723446893787575 0.002600438973184464 0.002214428857715431
0.05 0.01 0.01 2733 411 403 9980 9983 21 2798 0.013040366447180074 0.0019610649871170914 0.0020190380761523044
0.05 0.01 0.01 2525 431 517 9980 9987 21 2800 0.01204790533447848 0.0020564939402614754 0.002590180360721443
0.05 0.01 0.01 2545 581 471 9980 9969 21 2588 0.012143334287622865 0.002772211088844355 0.0023597194388777555
0.05 0.01 0.01 2563 393 577 9980 9999 21 2658 0.012229220345452811 0.0018751789292871456 0.0028907815631262525
0.05 0.01 0.01 2548 558 522 9980 9984 21 2685 0.012157648630594523 0.002662467792728314 0.0026152304609218437
0.05 0.01 0.01 2357 420 627 9980 10019 21 2645 0.011246302128065655 0.002004008016032064 0.0031412825651302603
0.05 0.01 0.02 1664 354 696 9980 10111 21 2501 0.00793968890161275 0.0016890924706555969 0.003486973947895792
0.05 0.01 0.02 2069 426 755 9980 10086 21 2478 0.009872125202786526 0.0020326367019753793 0.003782565130260521
0.05 0.01 0.02 2048 432 773 9980 10047 21 2289 0.009771924801984922 0.0020612653879186946 0.0038727454909819638
0.05 0.01 0.02 2082 440 873 9980 10089 21 2502 0.009934154022330374 0.002099436969176448 0.00437374749498998
0.05 0.01 0.02 1874 524 664 9980 10069 21 2187 0.008941692909628781 0.002500238572382861 0.0033266533066132263
0.05 0.01 0.02 2374 375 757 9980 10107 21 2736 0.011327416738238382 0.0017892928714572 0.0037925851703406815
0.05 0.01 0.02 2051 389 766 9980 10085 21 2317 0.00978623914495658 0.001856093138658269 0.003837675350701403
0.05 0.01 0.02 1960 417 703 9980 10087 21 2421 0.009352037408149633 0.0019896936730604067 0.0035220440881763527
0.05 0.01 0.02 2115 483 705 9980 10083 21 2445 0.010091611795018609 0.0023046092184368736 0.003532064128256513
0.05 0.01 0.02 2092 387 620 9980 10070 21 2448 0.009981868498902566 0.0018465502433438305 0.0031062124248496994
0.05 0.01 0.02 2027 473 809 9980 10067 21 2438 0.009671724401183319 0.002256894741864682 0.004053106212424849
0.05 0.01 0.02 2268 421 688 9980 10070 21 2699 0.010821643286573146 0.002008779463689283 0.0034468937875751504
0.05 0.01 0.02 2038 392 641 9980 10089 21 2558 0.00972421032541273 0.0018704074816299266 0.0032114228456913826
0.05 0.01 0.02 2026 379 655 9980 10094 21 2455 0.0096669529535261 0.001808378662086077 0.003281563126252505
0.05 0.01 0.02 2160 382 583 9980 10059 21 2519 0.010306326939593472 0.0018226930050577344 0.0029208416833667334
0.05 0.01 0.02 2081 481 679 9980 10068 21 2346 0.009929382574673155 0.002295066323122435 0.003401803607214429
0.05 0.01 0.02 2159 455 784 9980 10066 21 2377 0.010301555491936254 0.0021710086840347363 0.003927855711422846
0.05 0.01 0.02 2019 337 776 9980 10106 21 2427 0.009633552819925565 0.0016079778604828705 0.0038877755511022042
0.05 0.01 0.02 2033 419 722 9980 10088 21 2511 0.009700353087126634 0.0019992365683748447 0.003617234468937876
0.05 0.01 0.02 1923 364 843 9980 10117 21 2355 0.009175493844832521 0.0017368069472277889 0.004223446893787575
0.05 0.01 0.03 1411 271 776 9980 10202 21 2302 0.006732512644336291 0.0012930623151064032 0.0038877755511022042
0.05 0.01 0.03 1673 343 859 9980 10165 21 2289 0.007982631930527721 0.0016366065464261856 0.004303607214428858
0.05 0.01 0.03 1750 371 984 9980 10130 21 2120 0.008350033400133601 0.0017702070808283234 0.004929859719438877
0.05 0.01 0.03 1680 290 843 9980 10141 21 2238 0.008016032064128256 0.0013837198205935682 0.004223446893787575
0.05 0.01 0.03 1813 236 851 9980 10201 21 2313 0.00865063460253841 0.0011260616471037313 0.004263527054108217
0.05 0.01 0.03 2000 297 927 9980 10204 21 2482 0.0095428953144384 0.0014171199541941025 0.004644288577154309
0.05 0.01 0.03 1776 324 999 9980 10175 21 2158 0.0084740910392213 0.0015459490409390209 0.0050050100200400805
0.05 0.01 0.03 1573 357 788 9980 10174 21 2208 0.007505487164805802 0.0017034068136272545 0.003947895791583166
0.05 0.01 0.03 1664 214 1022 9980 10199 21 2011 0.00793968890161275 0.0010210897986449089 0.005120240480961924
0.05 0.01 0.03 1459 388 992 9980 10176 21 1963 0.006961542131882813 0.0018513216910010497 0.004969939879759519
0.05 0.01 0.03 1735 318 940 9980 10175 21 2274 0.008278461685275313 0.0015173203549957057 0.004709418837675351
0.05 0.01 0.03 1932 327 872 9980 10162 21 2347 0.009218436873747494 0.0015602633839106785 0.0043687374749499
0.05 0.01 0.03 1704 262 794 9980 10169 21 2314 0.008130546807901517 0.0012501192861914304 0.003977955911823647
0.05 0.01 0.03 1672 283 857 9980 10205 21 2178 0.007977860482870502 0.0013503196869930336 0.0042935871743486976
0.05 0.01 0.03 1607 356 908 9980 10223 21 2107 0.007667716385151255 0.0016986353659700353 0.004549098196392785
0.05 0.01 0.03 1694 398 817 9980 10174 21 2097 0.008082832331329325 0.0018990361675732417 0.004093186372745491
0.05 0.01 0.03 1740 378 1071 9980 10168 21 2103 0.00830231892356141 0.0018036072144288577 0.005365731462925852
0.05 0.01 0.03 1771 365 738 9980 10142 21 2280 0.008450233800935203 0.001741578394885008 0.0036973947895791582
0.05 0.01 0.03 1581 403 928 9980 10197 21 2104 0.0075436587460635555 0.0019228934058593376 0.004649298597194389
0.05 0.01 0.03 1626 288 992 9980 10227 21 2188 0.00775837389063842 0.0013741769252791297 0.004969939879759519
0.05 0.01 0.04 1104 253 739 9980 10288 21 2124 0.005267678213569997 0.0012071762572764576 0.0037024048096192387
0.05 0.01 0.04 1419 362 912 9980 10290 21 2065 0.006770684225594045 0.0017272640519133504 0.004569138276553106
0.05 0.01 0.04 1468 335 986 9980 10281 21 1976 0.007004485160797786 0.001598434965168432 0.004939879759519038
0.05 0.01 0.04 1349 235 1024 9980 10263 21 1959 0.006436682889588701 0.001121290199446512 0.005130260521042084
0.05 0.01 0.04 1145 335 995 9980 10295 21 1747 0.0054633075675159844 0.001598434965168432 0.00498496993987976
0.05 0.01 0.04 1678 274 961 9980 10299 21 2239 0.008006489168813817 0.0013073766580780609 0.004814629258517034
0.05 0.01 0.04 1324 365 1057 9980 10300 21 1787 0.006317396698158222 0.001741578394885008 0.00529559118236473
0.05 0.01 0.04 1445 278 948 9980 10276 21 2019 0.006894741864681745 0.0013264624487069377 0.004749498997995992
0.05 0.01 0.04 1390 374 824 9980 10288 21 2005 0.0066323122435346885 0.0017845214237999809 0.0041282565130260525
0.05 0.01 0.04 1433 280 815 9980 10250 21 1992 0.006837484492795114 0.0013360053440213762 0.00408316633266533
0.05 0.01 0.04 1413 259 1040 9980 10274 21 1989 0.00674205553965073 0.001235804943219773 0.0052104208416833666
0.05 0.01 0.04 1562 280 887 9980 10273 21 2221 0.007453001240576391 0.0013360053440213762 0.004443887775551102
0.05 0.01 0.04 1417 188 887 9980 10280 21 2059 0.006761141330279607 0.0008970321595572096 0.004443887775551102
0.05 0.01 0.04 1385 259 936 9980 10271 21 2020 0.006608455005248592 0.001235804943219773 0.00468937875751503
0.05 0.01 0.04 1375 258 820 9980 10261 21 2071 0.0065607405286764 0.0012310334955625538 0.004108216432865732
0.05 0.01 0.04 1357 347 887 9980 10276 21 1934 0.006474854470846455 0.0016556923370550625 0.004443887775551102
0.05 0.01 0.04 1256 380 862 9980 10259 21 1920 0.0059929382574673154 0.0018131501097432962 0.004318637274549098
0.05 0.01 0.04 1443 272 864 9980 10228 21 2168 0.006885198969367306 0.0012978337627636224 0.004328657314629259
0.05 0.01 0.04 1322 313 1068 9980 10316 21 1880 0.006307853802843783 0.0014934631167096096 0.005350701402805611
0.05 0.01 0.04 1536 330 820 9980 10253 21 2076 0.007328943601488691 0.0015745777268823362 0.004108216432865732
0.05 0.01 0.05 919 213 808 9980 10394 21 1900 0.004384960396984445 0.0010163183509876896 0.00404809619238477
0.05 0.01 0.05 1200 330 904 9980 10393 21 1869 0.005725737188663041 0.0015745777268823362 0.004529058116232465
0.05 0.01 0.05 1242 293 942 9980 10355 21 1834 0.005926137990266247 0.0013980341635652256 0.004719438877755511
0.05 0.01 0.05 1072 175 1042 9980 10364 21 1733 0.005114991888538983 0.0008350033400133601 0.0052204408817635274
0.05 0.01 0.05 924 299 1126 9980 10383 21 1584 0.004408817635270541 0.001426662849508541 0.00564128256513026
0.05 0.01 0.05 1339 223 827 9980 10414 21 1985 0.006388968413016509 0.0010640328275598816 0.004143286573146293
0.05 0.01 0.05 1153 317 1107 9980 10407 21 1648 0.005501479148773738 0.0015125489073384865 0.005546092184368737
0.05 0.01 0.05 1085 272 832 9980 10384 21 1794 0.005177020708082832 0.0012978337627636224 0.004168336673346693
0.05 0.01 0.05 1235 346 860 9980 10373 21 1848 0.005892737856665713 0.0016509208893978433 0.004308617234468938
0.05 0.01 0.05 1013 295 1060 9980 10393 21 1512 0.00483347647676305 0.001407577058879664 0.00531062124248497
0.05 0.01 0.05 1188 178 1049 9980 10357 21 1837 0.00566847981677641 0.0008493176829850176 0.005255511022044088
0.05 0.01 0.05 1199 253 928 9980 10364 21 1854 0.0057209657410058215 0.0012071762572764576 0.004649298597194389
0.05 0.01 0.05 1201 161 963 9980 10359 21 1914 0.00573050863632026 0.0007682030728122912 0.004824649298597194
0.05 0.01 0.05 1241 215 1204 9980 10377 21 2005 0.005921366542609028 0.001025861246302128 0.006032064128256513
0.05 0.01 0.05 1010 183 975 9980 10439 21 1697 0.004819162133791392 0.0008731749212711136 0.004884769539078156
0.05 0.01 0.05 1063 298 1000 9980 10370 21 1732 0.00507204885962401 0.0014218914018513217 0.00501002004008016
0.05 0.01 0.05 1040 306 952 9980 10357 21 1733 0.004962305563507968 0.0014600629831090753 0.004769539078156313
0.05 0.01 0.05 1046 150 1051 9980 10427 21 1675 0.004990934249451283 0.0007157171485828801 0.005265531062124249
0.05 0.01 0.05 1333 240 945 9980 10394 21 1838 0.006360339727073194 0.001145147437732608 0.004734468937875751
0.05 0.01 0.05 1160 177 1095 9980 10384 21 1853 0.005534879282374273 0.0008445462353277984 0.005485971943887775
0.05 0.02 0.01 1796 856 295 9980 9863 21 2518 0.008569519992365684 0.0040843591945796355 0.0014779559118236474
0.05 0.02 0.01 1982 846 397 9980 9865 21 2471 0.009457009256608456 0.004036644718007443 0.0019889779559118235
0.05 0.02 0.01 2204 825 282 9980 9873 21 2426 0.010516270636511118 0.0039364443172058405 0.0014128256513026053
0.05 0.02 0.01 1885 913 333 9980 9877 21 2337 0.008994178833858193 0.00435633171104113 0.0016683366733466934
0.05 0.02 0.01 1847 967 378 9980 9884 21 2210 0.008812863822883862 0.0046139898845309665 0.0018937875751503005
0.05 0.02 0.01 2425 715 416 9980 9888 21 2758 0.01157076056875656 0.0034115850749117283 0.0020841683366733467
0.05 0.02 0.01 2076 870 421 9980 9886 21 2284 0.00990552533638706 0.004151159461780705 0.0021092184368737476
0.05 0.02 0.01 1903 727 399 9980 9877 21 2434 0.009080064891688139 0.0034688424467983585 0.001998997995991984
0.05 0.02 0.01 1936 614 484 9980 9899 21 2193 0.009237522664376371 0.002929668861532589 0.0024248496993987977
0.05 0.02 0.01 2043 789 315 9980 9879 21 2448 0.009748067563698826 0.003764672201545949 0.0015781563126252506
0.05 0.02 0.01 1979 731 402 9980 9886 21 2340 0.009442694913636798 0.0034879282374272354 0.0020140280561122244
0.05 0.02 0.01 2289 882 323 9980 9885 21 2488 0.01092184368737475 0.004208416833667334 0.0016182364729458918
0.05 0.02 0.01 2037 717 307 9980 9843 21 2388 0.009719438877755511 0.0034211279702261667 0.0015380761523046092
0.05 0.02 0.01 2130 906 300 9980 9880 21 2438 0.010163183509876897 0.004322931577440596 0.001503006012024048
0.05 0.02 0.01 2286 551 354 9980 9901 21 2567 0.010907529344403092 0.0026290676591277794 0.0017735470941883768
0.05 0.02 0.01 1888 698 382 9980 9869 21 2449 0.00900849317682985 0.003330470464739002 0.0019138276553106212
0.05 0.02 0.01 2028 867 349 9980 9873 21 2281 0.009676495848840538 0.004136845118809047 0.001748496993987976
0.05 0.02 0.01 1951 839 450 9980 9888 21 2367 0.00930909437923466 0.004003244584406909 0.0022545090180360722
0.05 0.02 0.01 2030 813 469 9980 9882 21 2425 0.009686038744154976 0.00387918694531921 0.002349699398797595
0.05 0.02 0.01 1935 629 484 9980 9923 21 2381 0.009232751216719152 0.003001240576390877 0.0024248496993987977
0.05 0.02 0.02 1377 593 523 9980 9999 21 2266 0.006570283423990839 0.002829468460730986 0.0026202404809619237
0.05 0.02 0.02 1706 642 573 9980 9991 21 2257 0.008140089703215956 0.0030632693959347264 0.002870741482965932
0.05 0.02 0.02 1790 679 618 9980 9956 21 2139 0.008540891306422368 0.003239812959251837 0.003096192384769539
0.05 0.02 0.02 1752 706 669 9980 9998 21 2309 0.008359576295448038 0.0033686420459967553 0.003351703406813627
0.05 0.02 0.02 1530 777 541 9980 9981 21 1987 0.007300314915545376 0.0037074148296593187 0.002710420841683367
0.05 0.02 0.02 1953 537 629 9980 10003 21 2476 0.009318637274549098 0.0025622673919267107 0.0031513026052104208
0.05 0.02 0.02 1744 656 641 9980 9990 21 2129 0.008321404714190286 0.0031300696631357955 0.0032114228456913826
0.05 0.02 0.02 1524 587 585 9980 9991 21 2185 0.007271686229602062 0.0028008397747876705 0.002930861723446894
0.05 0.02 0.02 1706 693 552 9980 9980 21 2208 0.008140089703215956 0.003306613226452906 0.0027655310621242483
0.05 0.02 0.02 1657 637 490 9980 9970 21 2199 0.007906288768012215 0.0030394121576486307 0.0024549098196392787
0.05 0.02 0.02 1645 563 667 9980 9984 21 2202 0.007849031396125585 0.0026863250310144096 0.0033416833667334668
0.05 0.02 0.02 1841 647 558 9980 9967 21 2440 0.008784235136940547 0.0030871266342208225 0.0027955911823647293
0.05 0.02 0.02 1651 736 469 9980 9988 21 2350 0.0078776600820689 0.0035117854757133315 0.002349699398797595
0.05 0.02 0.02 1732 680 486 9980 9990 21 2186 0.008264147342303655 0.0032445844069090564 0.0024348697394789578
0.05 0.02 0.02 1756 490 510 9980 9977 21 2294 0.008378662086076915 0.002338009352037408 0.002555110220440882
0.05 0.02 0.02 1764 702 584 9980 9978 21 2135 0.008416833667334669 0.003349556255367879 0.0029258517034068134
0.05 0.02 0.02 1667 679 594 9980 9964 21 2072 0.007954003244584408 0.003239812959251837 0.0029759519038076152
0.05 0.02 0.02 1546 683 634 9980 10002 21 2162 0.007376658078060884 0.0032588987498807136 0.0031763527054108217
0.05 0.02 0.02 1654 734 537 9980 9990 21 2246 0.007891974425040558 0.003502242580398893 0.002690380761523046
0.05 0.02 0.02 1612 530 688 9980 10024 21 2133 0.0076915736234373505 0.002528867258326176 0.0034468937875751504
0.05 0.02 0.03 1140 496 606 9980 10090 21 2078 0.005439450329229888 0.0023666380379807235 0.003036072144288577
0.05 0.02 0.03 1370 622 694 9980 10053 21 2048 0.006536883290390304 0.0029678404427903424 0.0034769539078156313
0.05 0.02 0.03 1544 584 826 9980 10039 21 1986 0.007367115182746445 0.002786525431816013 0.0041382765531062125
0.05 0.02 0.03 1312 580 752 9980 10050 21 2016 0.006260139326271591 0.0027674396411871364 0.0037675350701402805
0.05 0.02 0.03 1380 409 638 9980 10094 21 2051 0.006584597766962496 0.001951522091802653 0.003196392785571142
0.05 0.02 0.03 1639 423 776 9980 10101 21 2254 0.00782040271018227 0.0020183223590037216 0.0038877755511022042
0.05 0.02 0.03 1514 528 794 9980 10078 21 1975 0.007223971753029869 0.0025193243630117377 0.003977955911823647
0.05 0.02 0.03 1234 520 664 9980 10077 21 1999 0.005887966409008493 0.002481152781753984 0.0033266533066132263
0.05 0.02 0.03 1364 389 878 9980 10098 21 1742 0.00650825460444699 0.001856093138658269 0.004398797595190381
0.05 0.02 0.03 1208 667 833 9980 10084 21 1791 0.005763908769920794 0.0031825555873652065 0.004173346693386774
0.05 0.02 0.03 1409 444 783 9980 10090 21 2069 0.006722969749021853 0.002118522759805325 0.003922845691382766
0.05 0.02 0.03 1607 565 685 9980 10071 21 2132 0.007667716385151255 0.002695867926328848 0.00343186372745491
0.05 0.02 0.03 1393 544 577 9980 10068 21 2129 0.006646626586506346 0.002595667525527245 0.0028907815631262525
0.05 0.02 0.03 1413 523 659 9980 10106 21 1937 0.00674205553965073 0.0024954671247256416 0.003301603206412826
0.05 0.02 0.03 1234 457 711 9980 10112 21 1894 0.005887966409008493 0.0021805515793491747 0.003562124248496994
0.05 0.02 0.03 1398 575 678 9980 10083 21 1881 0.006670483824792442 0.0027435824029010403 0.0033967935871743486
0.05 0.02 0.03 1312 567 864 9980 10067 21 1858 0.006260139326271591 0.0027054108216432865 0.004328657314629259
0.05 0.02 0.03 1387 561 604 9980 10045 21 2018 0.006617997900563031 0.002676782135699971 0.0030260521042084166
0.05 0.02 0.03 1247 568 750 9980 10097 21 1903 0.0059499952285523424 0.0027101822693005057 0.00375751503006012
0.05 0.02 0.03 1326 445 842 9980 10133 21 1971 0.006326939593472659 0.002123294207462544 0.004218436873747495
0.05 0.02 0.04 898 455 575 9980 10176 21 1923 0.004284759996182842 0.0021710086840347363 0.002880761523046092
0.05 0.02 0.04 1181 545 771 9980 10194 21 1885 0.0056350796831758755 0.002600438973184464 0.0038627254509018038
0.05 0.02 0.04 1227 444 856 9980 10185 21 1789 0.005854566275407959 0.002118522759805325 0.004288577154308617
0.05 0.02 0.04 1045 435 850 9980 10174 21 1755 0.004986162801794064 0.0020755797308903523 0.004258517034068136
0.05 0.02 0.04 945 515 796 9980 10205 21 1579 0.0045090180360721445 0.0024572955434678883 0.003987975951903808
0.05 0.02 0.04 1396 346 784 9980 10196 21 2016 0.006660940929478004 0.0016509208893978433 0.003927855711422846
0.05 0.02 0.04 1130 524 839 9980 10206 21 1657 0.005391735852657696 0.002500238572382861 0.004203406813627255
0.05 0.02 0.04 1090 398 770 9980 10162 21 1745 0.005200877946368928 0.0018990361675732417 0.0038577154308617233
0.05 0.02 0.04 1144 496 656 9980 10181 21 1824 0.005458536119858765 0.0023666380379807235 0.0032865731462925853
0.05 0.02 0.04 1130 438 671 9980 10154 21 1805 0.005391735852657696 0.0020898940738620095 0.0033617234468937877
0.05 0.02 0.04 1130 363 884 9980 10186 21 1791 0.005391735852657696 0.0017320354995705696 0.004428857715430862
0.05 0.02 0.04 1225 416 734 9980 10178 21 2016 0.00584502338009352 0.0019849222254031875 0.0036773547094188378
0.05 0.02 0.04 1161 406 681 9980 10180 21 1881 0.005539650730031492 0.0019372077488309953 0.003411823647294589
0.05 0.02 0.04 1166 434 707 9980 10167 21 1773 0.005563507968317587 0.002070808283233133 0.003542084168336673
0.05 0.02 0.04 1115 323 684 9980 10177 21 1864 0.005320164137799409 0.0015411775932818016 0.0034268537074148295
0.05 0.02 0.04 1113 498 713 9980 10183 21 1726 0.00531062124248497 0.002376180933295162 0.003572144288577154
0.05 0.02 0.04 1065 517 632 9980 10155 21 1717 0.0050815917549384484 0.0024668384387823267 0.0031663326653306612
0.05 0.02 0.04 1165 396 717 9980 10135 21 1942 0.005558736520660368 0.0018894932722588033 0.003592184368737475
0.05 0.02 0.04 1049 406 794 9980 10207 21 1676 0.005005248592422941 0.0019372077488309953 0.003977955911823647
0.05 0.02 0.04 1239 575 683 9980 10156 21 1859 0.0059118236472945895 0.0027435824029010403 0.0034218436873747495
0.05 0.02 0.05 762 355 586 9980 10282 21 1726 0.003635843114801031 0.001693863918312816 0.002935871743486974
0.05 0.02 0.05 1006 461 737 9980 10298 21 1707 0.004800076343162515 0.002199637369978051 0.0036923847695390782
0.05 0.02 0.05 1067 387 787 9980 10259 21 1673 0.005091134650252887 0.0018465502433438305 0.0039428857715430865
0.05 0.02 0.05 830 345 869 9980 10276 21 1559 0.003960301555491937 0.001646149441740624 0.004353707414829659
0.05 0.02 0.05 760 454 903 9980 10293 21 1429 0.0036263002194865924 0.002166237236377517 0.004524048096192385
0.05 0.02 0.05 1111 294 706 9980 10313 21 1785 0.005301078347170532 0.0014028056112224449 0.003537074148296593
0.05 0.02 0.05 964 474 950 9980 10315 21 1521 0.004599675541559309 0.002261666189521901 0.004759519038076153
