p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.04 0.01 0.02 1913 420 854 9980 10081 21 1908 0.009127779368260331 0.002004008016032064 0.004278557114228457
0.04 0.01 0.02 1945 629 932 9980 10068 21 2061 0.009280465693291344 0.003001240576390877 0.004669338677354709
0.04 0.01 0.02 1945 428 1098 9980 10087 21 1951 0.009280465693291344 0.0020421795972898177 0.005501002004008016
0.04 0.01 0.02 2058 631 1017 9980 10071 21 2086 0.009819639278557115 0.0030107834717053154 0.005095190380761523
0.04 0.01 0.02 2085 499 860 9980 10074 21 2198 0.009948468365302032 0.002380952380952381 0.004308617234468938
0.04 0.01 0.02 1885 683 928 9980 10075 21 2008 0.008994178833858193 0.0032588987498807136 0.004649298597194389
0.04 0.01 0.02 2010 585 800 9980 10066 21 2183 0.009590609791010592 0.002791296879473232 0.004008016032064128
0.04 0.01 0.02 2199 584 831 9980 10059 21 2348 0.010492413398225021 0.002786525431816013 0.004163326653306613
0.04 0.01 0.02 2155 541 773 9980 10034 21 2189 0.010282469701307377 0.002581353182555587 0.0038727454909819638
0.04 0.01 0.02 2249 427 904 9980 10076 21 2341 0.01073098578108598 0.0020374081496325985 0.004529058116232465
0.04 0.01 0.02 2224 528 809 9980 10065 21 2294 0.010611699589655502 0.0025193243630117377 0.004053106212424849
0.04 0.01 0.02 1806 575 912 9980 10092 21 2107 0.008617234468937876 0.0027435824029010403 0.004569138276553106
0.04 0.01 0.02 1927 422 821 9980 10084 21 2066 0.009194579635461398 0.0020135509113465024 0.004113226452905812
0.04 0.01 0.02 1886 570 889 9980 10099 21 2140 0.008998950281515412 0.002719725164614944 0.004453907815631262
0.04 0.01 0.02 1999 474 876 9980 10077 21 2165 0.00953812386678118 0.002261666189521901 0.004388777555110221
0.04 0.01 0.02 1866 476 947 9980 10089 21 2067 0.008903521328371028 0.0022712090848363395 0.004744488977955911
0.04 0.01 0.03 1389 386 1096 9980 10209 21 2014 0.006627540795877469 0.0018417787956866113 0.005490981963927856
0.04 0.01 0.03 1730 397 1000 9980 10185 21 2014 0.008254604446989217 0.0018942647199160225 0.00501002004008016
0.04 0.01 0.03 1709 437 1082 9980 10182 21 1950 0.008154404046187613 0.0020851226262047907 0.005420841683366734
0.04 0.01 0.03 1699 407 1145 9980 10155 21 2050 0.008106689569615421 0.0019419791964882145 0.005736472945891784
0.04 0.01 0.03 1576 333 1153 9980 10202 21 1690 0.007519801507777459 0.0015888920698539936 0.0057765531062124245
0.04 0.01 0.03 1578 482 1203 9980 10171 21 1863 0.007529344403091898 0.0022998377707796544 0.006027054108216433
0.04 0.01 0.03 1670 334 1329 9980 10188 21 1799 0.007968317587556065 0.0015936635175112129 0.006658316633266533
0.04 0.01 0.03 1649 448 1012 9980 10184 21 1945 0.007868117186754462 0.0021376085504342017 0.005070140280561122
0.04 0.01 0.03 1572 394 1279 9980 10190 21 1729 0.0075007157171485825 0.0018799503769443649 0.006407815631262525
0.04 0.01 0.03 1710 552 1042 9980 10155 21 1940 0.008159175493844832 0.0026338391067849986 0.0052204408817635274
0.04 0.01 0.03 1670 386 1219 9980 10182 21 1917 0.007968317587556065 0.0018417787956866113 0.0061072144288577155
0.04 0.01 0.03 1771 509 1205 9980 10169 21 1978 0.008450233800935203 0.002428666857524573 0.006037074148296593
0.04 0.01 0.03 1751 441 1100 9980 10132 21 2017 0.00835480484779082 0.002104208416833667 0.005511022044088177
0.04 0.01 0.03 1836 293 1066 9980 10203 21 2026 0.008760377898654451 0.0013980341635652256 0.005340681362725451
0.04 0.01 0.03 1533 543 1108 9980 10202 21 1847 0.007314629258517034 0.0025908960778700256 0.005551102204408818
0.04 0.01 0.03 1796 415 1042 9980 10176 21 1926 0.008569519992365684 0.0019801507777459683 0.0052204408817635274
0.04 0.01 0.03 1743 371 1219 9980 10201 21 1987 0.008316633266533067 0.0017702070808283234 0.0061072144288577155
0.04 0.01 0.03 1479 451 1080 9980 10161 21 1814 0.0070569710850271975 0.0021519228934058594 0.005410821643286573
0.04 0.01 0.03 1678 326 1150 9980 10193 21 1981 0.008006489168813817 0.0015554919362534593 0.005761523046092184
0.04 0.01 0.03 1520 325 1095 9980 10210 21 1858 0.007252600438973185 0.00155072048859624 0.005485971943887775
0.04 0.01 0.04 1114 307 1046 9980 10295 21 1874 0.0053153926901421894 0.0014648344307662945 0.0052404809619238475
0.04 0.01 0.04 1429 325 1072 9980 10298 21 1853 0.006818398702166237 0.00155072048859624 0.005370741482965932
0.04 0.01 0.04 1376 430 1287 9980 10237 21 1563 0.006565511976333619 0.002051722492604256 0.0064478957915831666
0.04 0.01 0.04 1199 355 1311 9980 10288 21 1661 0.0057209657410058215 0.001693863918312816 0.00656813627254509
0.04 0.01 0.04 1485 354 1114 9980 10292 21 1866 0.007085599770970513 0.0016890924706555969 0.0055811623246492985
0.04 0.01 0.04 1277 389 1321 9980 10280 21 1706 0.006093138658268919 0.001856093138658269 0.006618236472945892
0.04 0.01 0.04 1325 268 1368 9980 10294 21 1558 0.00632216814581544 0.0012787479721347457 0.006853707414829659
0.04 0.01 0.04 1362 370 1040 9980 10278 21 1798 0.006498711709132551 0.0017654356331711042 0.0052104208416833666
0.04 0.01 0.04 1404 324 1362 9980 10301 21 1631 0.006699112510735758 0.0015459490409390209 0.006823647294589178
0.04 0.01 0.04 1139 393 1216 9980 10290 21 1501 0.005434678881572669 0.0018751789292871456 0.006092184368737475
0.04 0.01 0.04 1431 349 1269 9980 10268 21 1797 0.006827941597480676 0.001665235232369501 0.006357715430861724
0.04 0.01 0.04 1449 423 1116 9980 10264 21 1894 0.006913827655310621 0.0020183223590037216 0.0055911823647294585
0.04 0.01 0.04 1483 397 1328 9980 10239 21 1810 0.007076056875656074 0.0018942647199160225 0.006653306613226453
0.04 0.01 0.04 1496 224 1206 9980 10303 21 1851 0.007138085695199923 0.0010688042752171009 0.006042084168336673
0.04 0.01 0.04 1124 438 1173 9980 10332 21 1581 0.005363107166714381 0.0020898940738620095 0.005876753507014028
0.04 0.01 0.04 1426 355 1085 9980 10282 21 1720 0.00680408435919458 0.001693863918312816 0.005435871743486974
0.04 0.01 0.04 1331 305 1085 9980 10270 21 1681 0.006350796831758755 0.001455291535451856 0.005435871743486974
0.04 0.01 0.04 1188 373 1224 9980 10319 21 1684 0.00566847981677641 0.0017797499761427616 0.006132264529058116
0.04 0.01 0.04 1401 391 1227 9980 10295 21 1886 0.0066847981677641 0.0018656360339727074 0.0061472945891783565
0.04 0.01 0.04 1469 390 1085 9980 10308 21 1872 0.007009256608455005 0.0018608645863154882 0.005435871743486974
0.04 0.01 0.05 907 268 1090 9980 10401 21 1648 0.004327703025097815 0.0012787479721347457 0.005460921843687375
0.04 0.01 0.05 1101 304 1294 9980 10358 21 1665 0.0052533638705983396 0.0014505200877946369 0.006482965931863727
0.04 0.01 0.05 1214 382 1273 9980 10326 21 1487 0.005792537455864109 0.0018226930050577344 0.006377755511022044
0.04 0.01 0.05 940 273 1266 9980 10379 21 1467 0.004485160797786048 0.0013026052104208416 0.006342685370741483
0.04 0.01 0.05 1269 276 1115 9980 10387 21 1780 0.006054967077011165 0.0013169195533924993 0.005586172344689379
0.04 0.01 0.05 1314 268 1030 9980 10384 21 1783 0.006269682221586029 0.0012787479721347457 0.005160320641282565
0.04 0.01 0.05 1127 198 1348 9980 10391 21 1427 0.0053774215096860385 0.0009447466361294016 0.006753507014028056
0.04 0.01 0.05 1231 301 1197 9980 10374 21 1670 0.005873652066036836 0.0014362057448229792 0.005996993987975952
0.04 0.01 0.05 1111 275 1043 9980 10385 21 1563 0.005301078347170532 0.00131214810573528 0.005225450901803607
0.04 0.01 0.05 950 327 1235 9980 10393 21 1330 0.0045328752743582406 0.0015602633839106785 0.006187374749498998
0.04 0.01 0.05 1227 294 1317 9980 10364 21 1650 0.005854566275407959 0.0014028056112224449 0.006598196392785571
0.04 0.01 0.05 1175 335 1224 9980 10369 21 1602 0.00560645099723256 0.001598434965168432 0.006132264529058116
0.04 0.01 0.05 1223 330 1357 9980 10346 21 1677 0.005835480484779082 0.0015745777268823362 0.006798597194388778
0.04 0.01 0.05 1135 341 1436 9980 10349 21 1663 0.005415593090943792 0.0016270636511117474 0.00719438877755511
0.04 0.01 0.05 1165 278 1001 9980 10349 21 1650 0.005558736520660368 0.0013264624487069377 0.0050150300601202406
0.04 0.01 0.05 1059 317 1244 9980 10369 21 1531 0.005052963068995133 0.0015125489073384865 0.00623246492985972
0.04 0.01 0.05 1043 269 1088 9980 10367 21 1560 0.004976619906479626 0.001283519419791965 0.005450901803607215
0.04 0.01 0.05 973 250 1207 9980 10431 21 1535 0.004642618570474282 0.0011928619143048 0.006047094188376754
0.04 0.01 0.05 1201 366 1219 9980 10392 21 1713 0.00573050863632026 0.0017463498425422273 0.0061072144288577155
0.04 0.01 0.05 1106 231 1390 9980 10389 21 1583 0.005277221108884436 0.0011022044088176352 0.006963927855711423
0.04 0.02 0.01 1762 989 405 9980 9868 21 2244 0.00840729077202023 0.004718961732989789 0.002029058116232465
0.04 0.02 0.01 1854 1029 487 9980 9867 21 2165 0.008846263956484397 0.004909819639278557 0.002439879759519038
0.04 0.02 0.01 1872 1141 449 9980 9836 21 1911 0.008932150014314343 0.0054442217768871076 0.002249498997995992
0.04 0.02 0.01 1960 1108 565 9980 9883 21 2100 0.009352037408149633 0.005286764004198874 0.0028306613226452906
0.04 0.02 0.01 1764 1101 448 9980 9876 21 1894 0.008416833667334669 0.0052533638705983396 0.0022444889779559118
0.04 0.02 0.01 2443 965 494 9980 9892 21 2515 0.011656646626586506 0.004604446989216528 0.002474949899799599
0.04 0.02 0.01 2012 1008 613 9980 9884 21 1961 0.00960015268632503 0.004809619238476954 0.0030711422845691384
0.04 0.02 0.01 1969 1001 492 9980 9864 21 2139 0.009394980437064606 0.004776219104876419 0.0024649298597194387
0.04 0.02 0.01 1827 983 595 9980 9895 21 1911 0.00871743486973948 0.004690333047046474 0.0029809619238476952
0.04 0.02 0.01 1897 1179 391 9980 9870 21 1972 0.009051436205744823 0.005625536787861437 0.0019589178356713426
0.04 0.02 0.01 1968 973 583 9980 9895 21 2108 0.009390208989407386 0.004642618570474282 0.0029208416833667334
0.04 0.02 0.01 2177 1146 395 9980 9850 21 2181 0.010387441549766199 0.005468079015173204 0.0019789579158316635
0.04 0.02 0.01 2064 971 366 9980 9842 21 2115 0.00984826796450043 0.004633075675159843 0.0018336673346693387
0.04 0.02 0.01 2113 976 456 9980 9877 21 2221 0.01008206889970417 0.0046569329134459395 0.002284569138276553
0.04 0.02 0.01 1963 1051 503 9980 9878 21 2163 0.00936635175112129 0.005014791487737379 0.0025200400801603205
0.04 0.02 0.01 1915 1043 445 9980 9868 21 2078 0.009137322263574768 0.004976619906479626 0.0022294589178356713
0.04 0.02 0.01 1985 1096 478 9980 9895 21 2103 0.009471323599580113 0.0052295066323122434 0.002394789579158317
0.04 0.02 0.01 2047 964 509 9980 9897 21 2244 0.009767153354327703 0.004599675541559309 0.0025501002004008014
0.04 0.02 0.01 1810 1241 425 9980 9871 21 2117 0.008636320259566753 0.005921366542609028 0.002129258517034068
0.04 0.02 0.01 1821 956 527 9980 9888 21 2032 0.008688806183796164 0.004561503960301556 0.0026402805611222446
0.04 0.02 0.02 1305 713 696 9980 10004 21 1970 0.006226739192671056 0.00340204217959729 0.003486973947895792
0.04 0.02 0.02 1479 866 763 9980 9961 21 1935 0.0070569710850271975 0.004132073671151828 0.0038226452905811624
0.04 0.02 0.02 1533 877 787 9980 9939 21 1710 0.007314629258517034 0.004184559595381238 0.0039428857715430865
0.04 0.02 0.02 1620 910 879 9980 9982 21 1936 0.007729745204695104 0.004342017368069473 0.004403807615230461
0.04 0.02 0.02 1448 890 684 9980 9975 21 1688 0.006909056207653402 0.004246588414925088 0.0034268537074148295
0.04 0.02 0.02 1595 1023 672 9980 9964 21 1874 0.007610459013264625 0.004881190953335242 0.0033667334669338677
0.04 0.02 0.02 1622 783 920 9980 9994 21 1765 0.007739288100009543 0.003736043515602634 0.004609218436873747
0.04 0.02 0.02 1619 896 762 9980 9965 21 1880 0.007724973757037885 0.0042752171008684035 0.0038176352705410824
0.04 0.02 0.02 1753 887 720 9980 9983 21 1997 0.008364347743105257 0.0042322740719534305 0.0036072144288577155
0.04 0.02 0.02 1572 969 639 9980 9962 21 1813 0.0075007157171485825 0.004623532779845405 0.0032014028056112226
0.04 0.02 0.02 1684 780 677 9980 9981 21 1994 0.008035117854757133 0.0037217291726309764 0.0033917835671342686
0.04 0.02 0.02 1752 886 706 9980 9958 21 2054 0.008359576295448038 0.004227502624296211 0.003537074148296593
0.04 0.02 0.02 1765 844 580 9980 9924 21 1963 0.008421605114991888 0.004027101822693005 0.002905811623246493
0.04 0.02 0.02 1846 699 759 9980 9989 21 2138 0.008808092375226643 0.003335241912396221 0.0038026052104208415
0.04 0.02 0.02 1878 746 605 9980 9972 21 2113 0.008960778700257658 0.0035594999522855233 0.003031062124248497
0.04 0.02 0.02 1519 779 739 9980 9994 21 1943 0.0072478289913159655 0.003716957724973757 0.0037024048096192387
0.04 0.02 0.02 1516 645 627 9980 9974 21 1861 0.007233514648344308 0.003077583738906384 0.0031412825651302603
0.04 0.02 0.02 1561 780 722 9980 10006 21 1930 0.007448229792919172 0.0037217291726309764 0.003617234468937876
0.04 0.02 0.02 1616 893 729 9980 9974 21 1944 0.007710659414066227 0.004260902757896746 0.003652304609218437
0.04 0.02 0.02 1553 746 802 9980 9999 21 1918 0.007410058211661418 0.0035594999522855233 0.004018036072144289
0.04 0.02 0.03 1099 583 776 9980 10095 21 1811 0.005243820975283901 0.0027817539841587936 0.0038877755511022042
0.04 0.02 0.03 1392 708 858 9980 10078 21 1802 0.006641855138849127 0.0033781849413111937 0.004298597194388777
0.04 0.02 0.03 1419 812 892 9980 10074 21 1766 0.006770684225594045 0.0038744154976619906 0.004468937875751503
0.04 0.02 0.03 1360 621 838 9980 10048 21 1806 0.006489168813818113 0.0029630689951331236 0.004198396793587174
0.04 0.02 0.03 1174 677 907 9980 10097 21 1481 0.005601679549575341 0.0032302700639373987 0.004544088176352706
0.04 0.02 0.03 1285 798 903 9980 10069 21 1689 0.006131310239526672 0.003807615230460922 0.004524048096192385
0.04 0.02 0.03 1382 666 1107 9980 10090 21 1627 0.006594140662276935 0.0031777841397079873 0.005546092184368737
0.04 0.02 0.03 1319 681 786 9980 10074 21 1752 0.0062935394598721255 0.0032493558545662756 0.003937875751503006
0.04 0.02 0.03 1342 519 1030 9980 10101 21 1572 0.006403282755988167 0.002476381334096765 0.005160320641282565
0.04 0.02 0.03 1394 772 728 9980 10043 21 1736 0.006651398034163565 0.0036835575913732226 0.003647294589178357
0.04 0.02 0.03 1333 697 973 9980 10075 21 1740 0.006360339727073194 0.0033256990170817827 0.004874749498997996
0.04 0.02 0.03 1463 762 876 9980 10058 21 1817 0.00698062792251169 0.003635843114801031 0.004388777555110221
0.04 0.02 0.03 1398 666 867 9980 10021 21 1803 0.006670483824792442 0.0031777841397079873 0.004343687374749499
0.04 0.02 0.03 1438 532 830 9980 10096 21 1840 0.00686134173108121 0.0025384101536406146 0.004158316633266533
0.04 0.02 0.03 1253 741 907 9980 10106 21 1671 0.005978623914495658 0.0035356427139994276 0.004544088176352706
0.04 0.02 0.03 1442 718 817 9980 10077 21 1717 0.006880427521710087 0.003425899417883386 0.004093186372745491
0.04 0.02 0.03 1420 666 958 9980 10094 21 1758 0.006775455673251264 0.0031777841397079873 0.004799599198396794
0.04 0.02 0.03 1224 730 783 9980 10047 21 1635 0.005840251932436301 0.003483156789770016 0.003922845691382766
0.04 0.02 0.03 1335 667 915 9980 10086 21 1754 0.006369882622387632 0.0031825555873652065 0.004584168336673347
0.04 0.02 0.03 1329 558 929 9980 10122 21 1754 0.006341253936444317 0.002662467792728314 0.004654308617234469
0.04 0.02 0.04 859 498 739 9980 10181 21 1677 0.004098673537551293 0.002376180933295162 0.0037024048096192387
0.04 0.02 0.04 1148 610 918 9980 10191 21 1664 0.005477621910487642 0.002910583070903712 0.004599198396793587
0.04 0.02 0.04 1113 642 1027 9980 10126 21 1411 0.00531062124248497 0.0030632693959347264 0.005145290581162324
0.04 0.02 0.04 989 568 1053 9980 10185 21 1503 0.004718961732989789 0.0027101822693005057 0.005275551102204409
0.04 0.02 0.04 1287 497 929 9980 10200 21 1709 0.0061408531348411104 0.0023714094856379427 0.004654308617234469
0.04 0.02 0.04 1001 631 960 9980 10173 21 1533 0.004776219104876419 0.0030107834717053154 0.004809619238476954
0.04 0.02 0.04 1084 597 1109 9980 10198 21 1410 0.005172249260425613 0.0028485542513598627 0.005556112224448898
0.04 0.02 0.04 1070 588 817 9980 10166 21 1613 0.0051054489932245446 0.0028056112224448897 0.004093186372745491
0.04 0.02 0.04 1158 414 1117 9980 10211 21 1456 0.005525336387059834 0.001975379330088749 0.005596192384769539
0.04 0.02 0.04 873 658 990 9980 10175 21 1300 0.004165473804752362 0.003139612558450234 0.004959919839679358
0.04 0.02 0.04 1196 604 1002 9980 10168 21 1660 0.005706651398034164 0.002881954384960397 0.005020040080160321
0.04 0.02 0.04 1219 631 905 9980 10165 21 1694 0.005816394694150205 0.0030107834717053154 0.004534068136272545
0.04 0.02 0.04 1147 560 994 9980 10124 21 1620 0.005472850462830423 0.0026720106880427524 0.004979959919839679
0.04 0.02 0.04 1173 426 982 9980 10198 21 1673 0.005596908101918122 0.0020326367019753793 0.004919839679358717
0.04 0.02 0.04 928 577 899 9980 10229 21 1441 0.004427903425899418 0.0027531252982154787 0.004504008016032064
0.04 0.02 0.04 1097 568 858 9980 10177 21 1532 0.005234278079969463 0.0027101822693005057 0.004298597194388777
0.04 0.02 0.04 1068 542 852 9980 10158 21 1524 0.005095906097910106 0.0025861246302128064 0.004268537074148296
0.04 0.02 0.04 986 550 1001 9980 10225 21 1515 0.004704647390018132 0.00262429621147056 0.0050150300601202406
0.04 0.02 0.04 1189 623 937 9980 10199 21 1715 0.005673251264433629 0.0029726118904475616 0.0046943887775551104
0.04 0.02 0.04 1230 614 806 9980 10207 21 1708 0.0058688806183796165 0.002929668861532589 0.004038076152304609
0.04 0.02 0.05 705 427 808 9980 10287 21 1481 0.003363870598339536 0.0020374081496325985 0.00404809619238477
0.04 0.02 0.05 891 454 1072 9980 10261 21 1484 0.004251359862582307 0.002166237236377517 0.005370741482965932
0.04 0.02 0.05 993 540 1005 9980 10211 21 1344 0.004738047523618666 0.002576581734898368 0.0050350701402805615
0.04 0.02 0.05 757 466 996 9980 10275 21 1321 0.0036119858765149347 0.0022234946082641473 0.00498997995991984
0.04 0.02 0.05 1111 401 937 9980 10295 21 1636 0.005301078347170532 0.0019133505105448994 0.0046943887775551104
0.04 0.02 0.05 1122 455 836 9980 10303 21 1632 0.005353564271399942 0.0021710086840347363 0.004188376753507014
0.04 0.02 0.05 947 493 1089 9980 10296 21 1293 0.004518560931386583 0.002352323695009066 0.005455911823647294
0.04 0.02 0.05 987 434 930 9980 10270 21 1516 0.004709418837675351 0.002070808283233133 0.004659318637274549
0.04 0.02 0.05 981 538 840 9980 10291 21 1454 0.004680790151732036 0.00256703883958393 0.004208416833667334
0.04 0.02 0.05 736 579 984 9980 10278 21 1158 0.0035117854757133315 0.002762668193529917 0.004929859719438877
0.04 0.02 0.05 1001 427 1006 9980 10266 21 1499 0.004776219104876419 0.0020374081496325985 0.005040080160320641
